"id","name","display_name","term_level","term_order","taxonomy_id","parent_id","created_by","created_date","last_modified_by","last_modified_date"
1060,"transportation-storage","Transportation & Storage",0,999,1002,"null","liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1061,"others","Others",0,999,1002,"null","liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1062,"clothing","Clothing",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1063,"t-shirts","T-shirts",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1064,"shirts","Shirts",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1065,"vestons","Vestons",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1066,"trousers","Trousers",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1067,"jackets-coats","Jackets & Coats",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1068,"jeans","Jeans",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1069,"shorts","Shorts",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1070,"swimwear","Swimwear",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1071,"underwear","Underwear",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1072,"office-clothes","Office Clothes",2,999,1001,1062,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1073,"shoes","Shoes",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1074,"sport-shoes","Sport Shoes",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1075,"boots","Boots",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1076,"formal-shoes","Formal Shoes",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1077,"casuals","Casuals",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1078,"loafers","Loafers",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1079,"sandals","Sandals",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1080,"slip-ons","Slip-ons",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1081,"slippers","Slippers",2,999,1001,1073,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1082,"accessories","Accessories",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1083,"belts","Belts",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1084,"ties","Ties",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1085,"eyewear","Eyewear",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1086,"rings","Rings",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1087,"earrings","Earrings",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1088,"bangles-bracelets","Bangles & Bracelets",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1089,"necklaces","Necklaces",2,999,1001,1082,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1090,"bags","Bags",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1091,"cross-body-bags","Cross-body Bags",2,999,1001,1090,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1092,"backpacks","Backpacks",2,999,1001,1090,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1094,"messenger-bags","Messenger Bags",2,999,1001,1090,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1095,"wallets","Wallets",2,999,1001,1090,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1096,"formal-bags","Formal Bags",2,999,1001,1090,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1097,"hats-caps","Hats and Caps",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1098,"watches","Watches",1,999,1001,1001,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1099,"casual-watches","Casual Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1100,"fashion-watches","Fashion Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1101,"sport-watches","Sport Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1102,"dress-watches","Dress Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1103,"leather-watches","Leather Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1104,"automatic-watches","Automatic Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1105,"complication-watches","Complication Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1106,"time-zone-watches","Time Zone Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1107,"calendar-watches","Calendar Watches",2,999,1001,1098,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1108,"clothing","Clothing",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1109,"tops","Tops",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1110,"dresses","Dresses",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1111,"skirts","Skirts",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1112,"shorts","Shorts",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1113,"trousers-leggings","Trousers & Leggings",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1114,"playsuits-jumpsuits","Playsuits & Jumpsuits",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1115,"jackets-coats","Jackets & Coats",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1116,"office-clothes","Office Clothes",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1117,"swimwear-beachwear","Swimwear & Beachwear",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1118,"underwear-sleepwear","Underwear & Sleepwear",2,999,1001,1108,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1119,"shoes","Shoes",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1120,"platforms","Platforms",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1121,"loafers","Loafers",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1122,"sandals","Sandals",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1123,"flats","Flats",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1124,"heels","Heels",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1125,"boots","Boots",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1126,"sport-shoes","Sport Shoes",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1127,"slip-ons","Slip-ons",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1128,"slippers","Slippers",2,999,1001,1119,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1129,"socks","Socks",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1130,"short-socks","Short Socks",2,999,1001,1129,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1131,"long-socks","Long Socks",2,999,1001,1129,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1132,"bags","Bags",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1133,"party-bags","Party Bags",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1134,"cross-body-bags","Cross-body Bags",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1135,"shoulder-bags","Shoulder Bags",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1136,"backpacks","Backpacks",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1137,"purses-clutches","Purses & Clutches",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1139,"messenger-bags","Messenger Bags",2,999,1001,1132,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1140,"hats-caps","Hats and Caps",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1141,"snapback-hats","Snapback Hats",2,999,1001,1140,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1142,"baseball-caps","Baseball Caps",2,999,1001,1140,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1143,"summer-outdoor-hats","Summer & Outdoor Hats",2,999,1001,1140,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1144,"winter-hats","Winter Hats",2,999,1001,1140,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1145,"watches","Watches",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1146,"casual-watches","Casual Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1147,"fashion-watches","Fashion Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1148,"sport-watches","Sport Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1149,"dress-watches","Dress Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1150,"leather-watches","Leather Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1151,"automatic-watches","Automatic Watches",2,999,1001,1145,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1152,"accessories","Accessories",1,999,1001,1002,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1153,"necklaces","Necklaces",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1154,"rings","Rings",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1155,"eyewear","Eyewear",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1156,"hair-accessories","Hair Accessories",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1157,"earrings","Earrings",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1158,"bangles-bracelets","Bangles & Bracelets",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1159,"scarves-shawls","Scarves & Shawls",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1160,"keychains","Keychains",2,999,1001,1152,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1161,"apple-devices","Apple Devices",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1162,"iphone","iPhone",2,999,1001,1161,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1163,"ipad","iPad",2,999,1001,1161,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1164,"ipod","iPod",2,999,1001,1161,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1165,"iwatch","iWatch",2,999,1001,1161,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1166,"samsung-devices","Samsung Devices",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1167,"cell-phones","Cell Phones",2,999,1001,1166,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1168,"tablets","Tablets",2,999,1001,1166,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1169,"smartwatches","Smartwatches",2,999,1001,1166,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1170,"smart-fitness-bands","Smart Fitness Bands",2,999,1001,1166,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1171,"virtual-reality-headsets","Virtual Reality Headsets",2,999,1001,1166,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1172,"other-brands","Other Brands",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1173,"cell-phones","Cell Phones",2,999,1001,1172,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1174,"tablets","Tablets",2,999,1001,1172,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1175,"accessories","Accessories",1,999,1001,1004,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1177,"headphones","Headphones",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1178,"micros","Micros",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1179,"chargers-power-banks","Chargers & Power Banks",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1180,"usb-memory-cards","USB & Memory Cards",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1181,"screen-protectors","Screen Protectors",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1182,"cases-covers","Cases & Covers",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1183,"others","Others",2,999,1001,1175,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1184,"apple-devices","Apple Devices",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1185,"macbook","Macbook",2,999,1001,1184,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1186,"imac","iMac",2,999,1001,1184,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1187,"monitors","Monitors",2,999,1001,1184,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1188,"mouse-keyboards","Mouse & Keyboards",2,999,1001,1184,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1189,"laptops","Laptops",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1190,"monitors","Monitors",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1191,"desktops","Desktops",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1192,"mouse","Mouse",1,999,1001,1005,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1193,"normal-mouse","Normal Mouse",2,999,1001,1192,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1194,"wireless-mouse","Wireless Mouse",2,999,1001,1192,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
1195,"gaming-mouse","Gaming Mouse",2,999,1001,1192,"liquibase","2017-02-13T04:46:06.349Z","liquibase","2017-02-13T04:46:06.349Z"
